GP,Date,Location,Opponent,GF,GA,Result,OverTime,Unnamed: 8,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO,team,Home,Visitor,HG,AG
35,2022-12-31,,Chicago Blackhawks,4,1,W,,,28,6,0,5,0,53,32,62.4,39,28,58.2,18,25,41.9,52.2,97.9,Columbus Blue Jackets,Columbus Blue Jackets,Chicago Blackhawks,4,1
36,2023-01-03,@,Ottawa Senators,0,4,L,,,34,6,2,6,1,40,43,48.2,25,29,46.3,23,22,51.1,47.1,95.0,Columbus Blue Jackets,Ottawa Senators,Columbus Blue Jackets,4,0
37,2023-01-05,,Washington Capitals,2,6,L,,,37,4,2,2,0,49,60,45.0,37,45,45.1,16,28,36.4,63.8,95.9,Columbus Blue Jackets,Columbus Blue Jackets,Washington Capitals,2,6
38,2023-01-07,,Carolina Hurricanes,4,3,W,SO,,42,12,2,6,0,20,53,27.4,15,41,26.8,20,23,46.5,34.1,106.0,Columbus Blue Jackets,Columbus Blue Jackets,Carolina Hurricanes,4,3
39,2023-01-08,@,Washington Capitals,0,1,L,,,19,9,0,2,0,66,41,61.7,42,27,60.9,13,21,38.2,53.8,93.8,Columbus Blue Jackets,Washington Capitals,Columbus Blue Jackets,1,0
40,2023-01-10,@,Tampa Bay Lightning,3,6,L,,,46,4,3,4,0,53,59,47.3,37,48,43.5,15,28,34.9,37.3,106.6,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,6,3
41,2023-01-12,,Carolina Hurricanes,2,6,L,,,41,8,0,4,1,34,58,37.0,26,41,38.8,24,28,46.2,38.6,94.4,Columbus Blue Jackets,Columbus Blue Jackets,Carolina Hurricanes,2,6
42,2023-01-14,@,Detroit Red Wings,4,3,W,,,28,2,0,2,0,39,45,46.4,33,32,50.8,23,19,54.8,50.0,104.7,Columbus Blue Jackets,Detroit Red Wings,Columbus Blue Jackets,3,4
43,2023-01-16,,New York Rangers,1,3,L,,,33,8,1,5,0,36,54,40.0,25,38,39.7,16,22,42.1,57.4,97.6,Columbus Blue Jackets,Columbus Blue Jackets,New York Rangers,1,3
44,2023-01-17,@,Nashville Predators,1,2,L,,,28,6,0,3,0,46,52,46.9,37,41,47.4,16,23,41.0,60.7,95.7,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,2,1
45,2023-01-19,,Anaheim Ducks,3,5,L,,,33,7,0,3,0,56,44,56.0,44,36,55.0,21,23,47.7,53.6,91.8,Columbus Blue Jackets,Columbus Blue Jackets,Anaheim Ducks,3,5
46,2023-01-21,,San Jose Sharks,5,3,W,,,25,9,0,1,0,52,33,61.2,39,30,56.5,27,25,51.9,58.6,103.0,Columbus Blue Jackets,Columbus Blue Jackets,San Jose Sharks,5,3
47,2023-01-23,@,Calgary Flames,3,4,L,OT,,49,15,0,2,0,40,78,33.9,29,59,33.0,25,35,41.7,39.9,95.7,Columbus Blue Jackets,Calgary Flames,Columbus Blue Jackets,4,3
48,2023-01-25,@,Edmonton Oilers,3,2,W,OT,,36,4,1,1,0,57,63,47.5,38,39,49.4,20,27,42.6,49.5,109.4,Columbus Blue Jackets,Edmonton Oilers,Columbus Blue Jackets,2,3
49,2023-01-27,@,Vancouver Canucks,2,5,L,,,34,8,2,4,1,39,46,45.9,32,36,47.1,19,27,41.3,46.4,92.9,Columbus Blue Jackets,Vancouver Canucks,Columbus Blue Jackets,5,2
50,2023-01-28,@,Seattle Kraken,1,3,L,,,31,4,0,2,0,45,58,43.7,32,44,42.1,26,26,50.0,58.8,94.4,Columbus Blue Jackets,Seattle Kraken,Columbus Blue Jackets,3,1
