GP,Date,Location,Opponent,GF,GA,Result,OverTime,Unnamed: 8,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO,team,Home,Visitor,HG,AG
56,2023-02-19,@,New Jersey Devils,2,4,L,,,29,6,0,2,0,48,47,50.5,32,36,47.1,19,27,41.3,51.4,94.8,Winnipeg Jets,New Jersey Devils,Winnipeg Jets,4,2
57,2023-02-20,@,New York Rangers,4,1,W,,,51,7,0,4,0,34,56,37.8,25,49,33.8,22,25,46.8,34.4,113.4,Winnipeg Jets,New York Rangers,Winnipeg Jets,1,4
58,2023-02-22,@,New York Islanders,1,2,L,,,22,10,0,4,0,40,33,54.8,29,24,54.7,22,13,62.9,60.3,88.9,Winnipeg Jets,New York Islanders,Winnipeg Jets,2,1
59,2023-02-24,,Colorado Avalanche,1,5,L,,,36,10,0,3,0,48,46,51.1,38,34,52.8,28,24,53.8,58.1,82.1,Winnipeg Jets,Winnipeg Jets,Colorado Avalanche,1,5
60,2023-02-26,,New York Islanders,0,4,L,,,24,11,0,1,1,60,39,60.6,38,31,55.1,18,20,47.4,60.0,86.4,Winnipeg Jets,Winnipeg Jets,New York Islanders,0,4
61,2023-02-28,,Los Angeles Kings,5,6,L,SO,,37,8,1,4,0,59,53,52.7,38,36,51.4,21,21,50.0,35.6,100.5,Winnipeg Jets,Winnipeg Jets,Los Angeles Kings,5,6
62,2023-03-03,@,Edmonton Oilers,3,6,L,,,33,8,2,9,0,29,38,43.3,24,31,43.6,24,17,58.5,41.2,88.9,Winnipeg Jets,Edmonton Oilers,Winnipeg Jets,6,3
63,2023-03-04,,Edmonton Oilers,7,5,W,,,35,11,2,3,1,58,52,52.7,45,37,54.9,28,29,49.1,51.3,111.5,Winnipeg Jets,Winnipeg Jets,Edmonton Oilers,7,5
64,2023-03-06,,San Jose Sharks,2,3,L,OT,,24,14,0,2,0,50,52,49.0,39,37,51.3,12,31,27.9,46.0,91.4,Winnipeg Jets,Winnipeg Jets,San Jose Sharks,2,3
65,2023-03-08,,Minnesota Wild,2,4,L,,,23,6,0,1,0,74,33,69.2,51,31,62.2,22,13,62.9,66.7,86.6,Winnipeg Jets,Winnipeg Jets,Minnesota Wild,2,4
66,2023-03-11,@,Florida Panthers,5,4,W,OT,,48,8,3,5,0,32,62,34.0,24,45,34.8,23,26,46.9,32.4,112.9,Winnipeg Jets,Florida Panthers,Winnipeg Jets,4,5
