GP,Date,Location,Opponent,GF,GA,Result,OverTime,Unnamed: 8,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO,team,Home,Visitor,HG,AG
27,2022-12-10,@,Nashville Predators,3,2,W,,,29,17,0,4,0,45,35,56.3,32,26,55.2,27,15,64.3,45.8,92.9,Ottawa Senators,Nashville Predators,Ottawa Senators,2,3
28,2022-12-12,,Anaheim Ducks,3,0,W,,,32,10,0,3,0,59,47,55.7,45,28,61.6,31,21,59.6,42.1,103.1,Ottawa Senators,Ottawa Senators,Anaheim Ducks,3,0
29,2022-12-14,,Montreal Canadiens,3,2,W,,,25,14,0,3,0,32,38,45.7,24,28,46.2,21,14,60.0,42.9,96.4,Ottawa Senators,Ottawa Senators,Montreal Canadiens,3,2
30,2022-12-17,@,Detroit Red Wings,6,3,W,,,32,10,1,7,0,26,37,41.3,16,25,39.0,18,6,75.0,27.3,97.8,Ottawa Senators,Detroit Red Wings,Ottawa Senators,3,6
31,2022-12-18,@,Minnesota Wild,2,4,L,,,23,6,0,3,0,44,40,52.4,28,26,51.9,20,20,50.0,50.0,87.3,Ottawa Senators,Minnesota Wild,Ottawa Senators,4,2
32,2022-12-20,@,Winnipeg Jets,1,5,L,,,24,4,0,1,0,61,46,57.0,45,38,54.2,26,19,57.8,71.0,78.3,Ottawa Senators,Winnipeg Jets,Ottawa Senators,5,1
33,2022-12-22,,Washington Capitals,2,3,L,OT,,40,12,1,3,0,44,56,44.0,24,43,35.8,26,20,56.5,49.7,101.0,Ottawa Senators,Ottawa Senators,Washington Capitals,2,3
34,2022-12-27,,Boston Bruins,3,2,W,SO,,51,4,0,3,0,47,70,40.2,33,49,40.2,18,33,35.3,40.2,99.0,Ottawa Senators,Ottawa Senators,Boston Bruins,3,2
35,2022-12-29,@,Washington Capitals,4,3,W,OT,,23,4,0,1,0,67,44,60.4,56,30,65.1,27,23,54.0,46.4,94.2,Ottawa Senators,Washington Capitals,Ottawa Senators,3,4
36,2022-12-31,@,Detroit Red Wings,2,4,L,,,25,8,0,4,0,50,43,53.8,33,29,53.2,17,16,51.5,26.1,89.5,Ottawa Senators,Detroit Red Wings,Ottawa Senators,4,2
37,2023-01-01,,Buffalo Sabres,3,1,W,,,34,2,0,3,0,48,63,43.2,41,49,45.6,26,26,50.0,34.1,103.1,Ottawa Senators,Ottawa Senators,Buffalo Sabres,3,1
38,2023-01-03,,Columbus Blue Jackets,4,0,W,,,22,12,0,3,0,43,40,51.8,29,25,53.7,22,23,48.9,52.9,105.0,Ottawa Senators,Ottawa Senators,Columbus Blue Jackets,4,0
39,2023-01-07,,Seattle Kraken,4,8,L,,,24,6,0,1,0,48,37,56.5,32,28,53.3,31,23,57.4,48.6,76.9,Ottawa Senators,Ottawa Senators,Seattle Kraken,4,8
40,2023-01-09,,Nashville Predators,0,3,L,,,36,17,0,5,0,51,33,60.7,35,29,54.7,25,15,62.5,63.2,86.4,Ottawa Senators,Ottawa Senators,Nashville Predators,0,3
41,2023-01-12,@,Arizona Coyotes,5,3,W,,,29,31,1,2,0,65,59,52.4,54,39,58.1,23,28,45.1,51.7,102.3,Ottawa Senators,Arizona Coyotes,Ottawa Senators,3,5
42,2023-01-14,@,Colorado Avalanche,0,7,L,,,33,13,1,2,0,51,53,49.0,37,40,48.1,30,22,57.7,59.8,80.0,Ottawa Senators,Colorado Avalanche,Ottawa Senators,7,0
43,2023-01-16,@,St. Louis Blues,1,2,L,,,20,7,0,2,0,44,45,49.4,36,26,58.1,14,34,29.2,47.1,93.0,Ottawa Senators,St. Louis Blues,Ottawa Senators,2,1
44,2023-01-18,,Pittsburgh Penguins,5,4,W,OT,,19,18,2,5,0,44,25,63.8,38,21,64.4,18,18,50.0,49.6,83.8,Ottawa Senators,Ottawa Senators,Pittsburgh Penguins,5,4
45,2023-01-20,@,Pittsburgh Penguins,1,4,L,,,44,18,1,2,0,52,56,48.1,42,43,49.4,19,33,36.5,61.8,94.3,Ottawa Senators,Pittsburgh Penguins,Ottawa Senators,4,1
46,2023-01-21,,Winnipeg Jets,1,5,L,,,30,15,2,8,0,35,42,45.5,25,35,41.7,14,19,42.4,51.8,91.4,Ottawa Senators,Ottawa Senators,Winnipeg Jets,1,5
47,2023-01-25,,New York Islanders,2,1,W,,,36,11,0,3,0,70,55,56.0,53,45,54.1,22,23,48.9,43.8,100.0,Ottawa Senators,Ottawa Senators,New York Islanders,2,1
48,2023-01-27,@,Toronto Maple Leafs,6,2,W,,,33,12,1,3,0,37,53,41.1,34,40,45.9,20,21,48.8,30.0,118.0,Ottawa Senators,Toronto Maple Leafs,Ottawa Senators,2,6
49,2023-01-28,,Montreal Canadiens,5,0,W,,,28,6,0,3,0,55,44,55.6,45,29,60.8,19,16,54.3,55.6,110.3,Ottawa Senators,Ottawa Senators,Montreal Canadiens,5,0
50,2023-01-31,@,Montreal Canadiens,5,4,W,,,32,6,2,5,0,42,41,50.6,29,29,50.0,19,24,44.2,63.0,105.2,Ottawa Senators,Montreal Canadiens,Ottawa Senators,4,5
51,2023-02-11,,Edmonton Oilers,3,6,L,,,40,13,1,5,2,46,45,50.5,35,29,54.7,21,24,46.7,65.1,96.3,Ottawa Senators,Ottawa Senators,Edmonton Oilers,3,6
